age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,predicted_probability
36,technician,married,secondary,no,1450.0,yes,no,telephone,2,jun,454.0,1,-1,2,unknown,0,0.23132698633105914
58,retired,married,secondary,no,1175.0,yes,no,cellular,17,may,558.0,3,-1,0,unknown,0,0.1574401221078298
18,management,married,primary,yes,-201.0,yes,no,cellular,20,jan,348.0,5,-1,0,failure,0,0.13438359078252599
53,services,single,tertiary,no,-562.0,no,yes,unknown,11,oct,567.0,2,-1,0,unknown,0,0.14471776321733082
54,housemaid,single,tertiary,no,2480.0,no,yes,unknown,18,oct,393.0,3,1,4,unknown,0,0.24317038132514682
18,unemployed,married,tertiary,no,325.0,no,no,cellular,22,oct,947.0,8,-1,1,unknown,0,0.28948799640583167
35,housemaid,single,secondary,no,1030.0,no,no,cellular,3,sep,254.0,1,-1,0,success,1,0.2417039678087159
35,management,single,tertiary,no,1995.0,yes,no,telephone,9,jun,144.0,1,5,0,unknown,0,0.1627388307521701
23,admin,married,primary,no,1659.0,yes,no,unknown,8,mar,342.0,1,-1,0,unknown,0,0.17624441026542256
30,admin,divorced,primary,no,1837.0,no,no,unknown,29,dec,21.0,2,-1,0,success,0,0.23366085743443743
26,blue-collar,single,tertiary,no,1828.0,no,no,cellular,7,dec,207.0,6,-1,0,unknown,1,0.19951072089887048
61,services,married,secondary,no,3062.0,yes,no,unknown,27,oct,445.0,2,10,0,unknown,0,0.1942322102914549
51,self-employed,married,unknown,no,8103.0,no,yes,cellular,7,dec,56.0,1,-1,0,unknown,0,0.20499240123871612
55,technician,married,primary,no,4573.0,yes,no,cellular,23,jul,153.0,1,-1,0,unknown,0,0.15375592009967032
48,student,married,tertiary,no,594.0,no,yes,unknown,21,apr,129.0,7,-1,0,failure,0,0.1622468915506895
26,management,single,secondary,no,4539.0,no,no,telephone,8,mar,122.0,3,-1,0,unknown,1,0.199618781106886
33,blue-collar,married,tertiary,no,-1134.0,no,yes,unknown,20,dec,315.0,7,-1,0,unknown,0,0.13962247754491935
45,self-employed,single,tertiary,no,84.0,yes,no,cellular,5,jul,206.0,6,-1,0,unknown,1,0.16208879456207587
25,services,single,tertiary,no,3267.0,yes,no,cellular,3,jun,479.0,2,-1,0,unknown,1,0.15992835357956425
48,self-employed,single,secondary,no,3190.0,yes,yes,telephone,19,nov,18.0,3,-1,0,unknown,0,0.13520592630963682
37,self-employed,single,tertiary,no,3004.0,yes,no,cellular,2,apr,181.0,4,-1,0,unknown,0,0.1470631213658177
35,management,married,primary,no,24.0,no,yes,telephone,14,oct,4.0,4,-1,0,unknown,0,0.1735090778971139
48,blue-collar,married,primary,no,41.0,no,no,unknown,21,aug,75.0,2,8,0,success,0,0.24567270086325035
45,retired,single,secondary,no,1828.0,yes,no,telephone,28,feb,448.0,1,9,0,failure,0,0.17137595038650016
35,housemaid,married,tertiary,no,869.0,yes,no,cellular,2,jun,34.0,4,-1,0,unknown,0,0.15790344709993
53,technician,married,secondary,no,3720.0,yes,no,cellular,10,mar,33.0,5,2,1,unknown,0,0.2027098134214329
27,blue-collar,divorced,tertiary,no,807.0,yes,no,telephone,20,aug,154.0,2,6,0,unknown,1,0.17366969519785208
47,student,single,tertiary,no,733.0,no,no,unknown,10,nov,450.0,2,2,0,unknown,0,0.18991206826449938
47,self-employed,married,secondary,no,-2000.0,no,no,telephone,28,aug,305.0,5,-1,0,unknown,0,0.17790060591003773
36,retired,single,tertiary,no,3688.0,no,no,cellular,17,nov,457.0,4,-1,0,failure,0,0.19353273809711558
43,management,single,primary,no,2306.0,yes,no,unknown,2,nov,15.0,2,-1,0,success,1,0.18963998159272447
24,entrepreneur,married,tertiary,no,-2000.0,yes,no,telephone,27,jan,249.0,3,-1,0,failure,0,0.1569035984188964
51,technician,married,secondary,no,2613.0,yes,no,telephone,1,feb,181.0,10,-1,0,unknown,0,0.1331405297684135
37,technician,divorced,secondary,no,497.0,yes,yes,telephone,18,apr,679.0,4,-1,0,unknown,0,0.112072173937253
33,housemaid,married,secondary,no,3440.0,no,no,cellular,4,jan,401.0,1,-1,1,unknown,0,0.29780259278081045
52,entrepreneur,married,primary,no,1237.0,yes,no,cellular,1,mar,166.0,1,-1,0,success,0,0.18051929790562973
31,unemployed,married,secondary,no,-511.0,yes,yes,cellular,22,apr,242.0,1,4,0,unknown,0,0.11890769061835535
23,services,single,primary,no,5823.0,no,no,unknown,17,oct,166.0,6,-1,1,unknown,0,0.23720403248938204
21,entrepreneur,married,secondary,no,5430.0,no,no,unknown,3,mar,175.0,3,-1,0,unknown,0,0.19740935885727448
47,self-employed,married,primary,no,1036.0,yes,no,unknown,2,may,302.0,8,-1,0,unknown,0,0.13468192358403352
24,self-employed,married,secondary,no,2432.0,no,no,cellular,18,nov,73.0,1,-1,0,failure,1,0.2170903581927528
61,self-employed,divorced,tertiary,no,352.0,yes,no,unknown,4,dec,122.0,1,8,3,unknown,0,0.24959240243367176
18,self-employed,married,secondary,no,-2000.0,no,no,unknown,25,oct,98.0,4,-1,0,unknown,0,0.18308643892059076
60,blue-collar,married,tertiary,no,4794.0,yes,yes,telephone,3,jul,484.0,1,-1,0,unknown,0,0.1254244581134435
42,technician,divorced,secondary,no,-494.0,yes,no,cellular,12,aug,854.0,4,-1,0,unknown,0,0.15623644304508874
38,entrepreneur,married,secondary,no,4684.0,yes,no,telephone,22,aug,160.0,4,-1,0,unknown,0,0.16771001282658532
33,technician,divorced,secondary,no,3243.0,yes,no,cellular,16,nov,24.0,2,-1,1,unknown,1,0.24178284922550713
44,student,divorced,secondary,no,2218.0,yes,no,cellular,28,feb,29.0,9,-1,0,unknown,0,0.17170976140870572
39,entrepreneur,divorced,secondary,no,1398.0,no,no,unknown,11,jan,153.0,5,-1,0,unknown,0,0.2035053783771542
53,blue-collar,married,primary,no,3254.0,yes,no,telephone,10,jun,151.0,2,-1,2,failure,0,0.24808562883168914
41,student,single,tertiary,no,-826.0,no,no,telephone,19,jan,47.0,2,-1,0,unknown,0,0.19313920339407972
41,technician,single,tertiary,no,4836.0,yes,no,unknown,10,jun,494.0,4,-1,5,unknown,0,0.2500507058912428
35,student,divorced,secondary,no,1858.0,yes,no,telephone,21,jul,208.0,2,9,0,unknown,0,0.16898038668935736
39,housemaid,married,tertiary,no,5238.0,no,no,telephone,25,sep,35.0,1,-1,0,unknown,0,0.2009183194882323
43,student,single,primary,no,1194.0,no,no,cellular,3,oct,31.0,3,-1,0,unknown,0,0.20095389041008996
19,entrepreneur,married,secondary,no,1856.0,yes,no,telephone,24,oct,177.0,1,9,0,unknown,0,0.16352506929284438
23,self-employed,married,primary,no,2160.0,yes,no,telephone,6,jan,37.0,15,3,0,unknown,1,0.19012356050692125
48,self-employed,married,tertiary,no,2940.0,no,no,cellular,14,jul,247.0,1,-1,0,unknown,0,0.18734457260309706
42,unemployed,single,tertiary,no,6027.0,yes,yes,unknown,31,apr,146.0,2,-1,0,unknown,0,0.130213638598394
37,services,married,tertiary,no,405.0,yes,no,cellular,12,sep,756.0,1,-1,0,unknown,0,0.15454166932405194
40,technician,married,primary,no,1180.0,yes,no,unknown,8,nov,163.0,3,10,5,failure,0,0.20849214062085855
44,housemaid,divorced,secondary,no,1452.0,yes,no,unknown,2,apr,286.0,1,-1,0,unknown,0,0.1420551565299293
33,entrepreneur,married,tertiary,no,-2000.0,yes,no,cellular,9,feb,500.0,8,-1,1,success,0,0.295529020327451
30,entrepreneur,single,primary,no,113.0,no,no,cellular,14,jan,108.0,2,-1,0,unknown,1,0.20560336828466239
42,management,married,secondary,no,275.0,yes,yes,unknown,1,jul,215.0,8,-1,0,unknown,0,0.11781331921149249
28,unemployed,married,primary,no,8095.0,yes,no,cellular,3,dec,39.0,1,-1,1,unknown,1,0.244705637133701
44,admin,single,primary,no,2146.0,no,no,cellular,20,jul,170.0,3,-1,0,unknown,0,0.19671525427306644
19,technician,divorced,secondary,no,2734.0,no,no,telephone,6,mar,141.0,4,-1,0,unknown,1,0.19875030806871702
52,entrepreneur,married,secondary,no,-2000.0,yes,no,cellular,27,may,168.0,3,-1,1,unknown,0,0.25247259194882204
45,retired,single,primary,no,1343.0,no,no,cellular,20,oct,34.0,3,-1,2,unknown,0,0.2837469906490641
43,entrepreneur,married,primary,no,3840.0,no,no,telephone,13,dec,152.0,5,-1,0,unknown,0,0.1898926861198689
51,management,married,secondary,no,7792.0,yes,no,unknown,11,dec,613.0,2,-1,0,unknown,0,0.1559562107417668
59,student,married,secondary,no,-211.0,yes,yes,unknown,15,jul,830.0,2,-1,0,unknown,0,0.11697720195033227
52,blue-collar,married,secondary,no,-2000.0,no,no,cellular,18,aug,83.0,4,-1,0,unknown,0,0.20099030898171372
18,unemployed,married,secondary,no,-438.0,yes,no,cellular,19,dec,107.0,8,-1,0,unknown,0,0.153318853346935
24,blue-collar,married,secondary,no,-428.0,yes,no,unknown,19,sep,3.0,3,-1,0,failure,0,0.18559705734123205
32,retired,married,secondary,no,-405.0,no,no,cellular,6,oct,37.0,1,2,0,failure,0,0.19658051969950482
40,retired,married,tertiary,no,3769.0,yes,no,unknown,15,oct,127.0,5,5,0,unknown,1,0.16888965269290793
46,unemployed,married,tertiary,yes,2357.0,no,no,unknown,21,jan,347.0,5,-1,0,success,0,0.1692330168482727
31,unemployed,married,primary,no,-1321.0,yes,no,telephone,14,sep,104.0,1,-1,1,unknown,1,0.2671345778524222
42,services,divorced,primary,no,5041.0,yes,no,telephone,5,jun,24.0,2,2,0,failure,0,0.17454901663932976
30,unemployed,single,tertiary,no,6233.0,yes,no,cellular,30,jun,394.0,1,-1,0,unknown,0,0.1618921684470004
32,blue-collar,married,primary,no,-2000.0,yes,no,cellular,11,jul,189.0,1,-1,0,unknown,0,0.14616184341910146
23,student,divorced,primary,no,4444.0,no,no,unknown,20,sep,220.0,5,-1,0,unknown,0,0.18664944009928186
28,blue-collar,single,primary,no,1075.0,no,no,cellular,13,jul,118.0,2,-1,0,unknown,0,0.20051537183031257
23,admin,married,secondary,no,-855.0,yes,no,telephone,13,jul,285.0,1,-1,2,unknown,0,0.2859788440534604
28,technician,married,secondary,no,-2000.0,no,no,unknown,4,nov,664.0,1,-1,0,unknown,0,0.17356938329790228
52,blue-collar,single,unknown,no,368.0,yes,no,unknown,9,dec,242.0,1,-1,0,unknown,0,0.14845361302108248
28,self-employed,married,tertiary,no,195.0,yes,no,cellular,23,mar,266.0,12,-1,0,unknown,0,0.14867450376594105
71,services,single,secondary,no,1869.0,yes,yes,unknown,29,oct,140.0,2,-1,0,failure,0,0.13608023731041746
45,management,single,secondary,no,6865.0,yes,no,unknown,13,sep,26.0,1,-1,0,unknown,0,0.16219167503975554
42,retired,single,secondary,no,230.0,no,no,unknown,28,apr,168.0,6,-1,0,failure,0,0.2119035127147448
29,admin,divorced,primary,no,-2000.0,yes,no,telephone,8,jun,776.0,4,-1,0,unknown,1,0.15947445368242458
48,retired,married,primary,no,675.0,yes,yes,unknown,20,jul,342.0,4,-1,0,unknown,0,0.13607466106455043
33,services,married,primary,no,4105.0,yes,no,telephone,11,dec,202.0,1,-1,0,unknown,0,0.15982702185833375
41,entrepreneur,single,primary,no,881.0,no,yes,unknown,31,dec,291.0,2,-1,0,unknown,0,0.15636563855610844
70,unemployed,married,secondary,no,3129.0,no,no,cellular,19,sep,245.0,6,4,0,failure,1,0.23501064872816538
38,admin,single,secondary,no,1925.0,no,no,cellular,1,oct,731.0,3,-1,2,success,1,0.28887712232401436
53,unemployed,divorced,unknown,no,1653.0,yes,no,unknown,9,dec,76.0,2,8,0,unknown,1,0.18405483479275428
31,housemaid,single,secondary,no,5468.0,yes,no,cellular,25,mar,659.0,1,-1,0,unknown,0,0.16207673462292005
39,admin,married,unknown,no,-920.0,yes,no,telephone,2,nov,350.0,7,-1,0,success,0,0.15208878660741892
61,services,married,secondary,no,-1102.0,yes,no,unknown,4,feb,41.0,9,-1,0,unknown,0,0.14646633321617464
32,management,married,secondary,no,-772.0,no,no,telephone,29,feb,140.0,4,-1,0,unknown,0,0.18805506191806579
61,admin,married,secondary,no,2363.0,yes,no,unknown,4,feb,172.0,4,-1,0,unknown,0,0.16480863063636833
48,services,single,primary,no,1634.0,yes,no,telephone,28,sep,26.0,3,5,0,unknown,0,0.16015088707502134
33,student,single,primary,no,3275.0,yes,yes,cellular,1,aug,242.0,10,-1,0,unknown,0,0.1060194647949682
47,technician,single,tertiary,no,1310.0,yes,no,telephone,28,sep,90.0,4,-1,2,unknown,0,0.22336606919357965
51,blue-collar,married,unknown,no,1011.0,yes,no,telephone,18,sep,184.0,1,-1,0,unknown,0,0.14620679092817043
47,student,married,primary,no,2323.0,yes,no,cellular,14,jan,173.0,1,-1,0,unknown,0,0.15706228243857567
21,services,single,primary,no,5741.0,yes,no,cellular,13,oct,221.0,10,-1,3,unknown,0,0.22470924522521835
31,self-employed,married,secondary,no,-1406.0,no,no,unknown,8,oct,562.0,9,-1,0,unknown,0,0.16934782932989834
37,entrepreneur,married,primary,no,-800.0,yes,no,unknown,6,sep,455.0,3,-1,0,unknown,0,0.14242042402197388
39,blue-collar,single,secondary,yes,1603.0,no,yes,telephone,17,jan,619.0,1,4,1,failure,0,0.21720142257690508
47,self-employed,single,primary,no,6581.0,no,no,unknown,23,may,255.0,3,-1,0,unknown,0,0.20305350917300552
42,management,married,secondary,no,-1179.0,no,no,telephone,11,apr,287.0,5,-1,0,unknown,0,0.1842085041397614
23,retired,divorced,secondary,no,1475.0,yes,no,unknown,15,aug,169.0,1,-1,0,unknown,0,0.16577958438778131
44,housemaid,married,secondary,no,-694.0,yes,yes,cellular,7,may,379.0,5,-1,0,unknown,0,0.11274533311888915
47,blue-collar,divorced,primary,no,2495.0,no,no,cellular,22,dec,69.0,2,-1,0,unknown,0,0.21569350185048516
46,student,married,secondary,no,-2000.0,yes,no,cellular,29,sep,193.0,2,1,0,unknown,0,0.147293832615278
52,entrepreneur,married,unknown,no,-1090.0,yes,yes,cellular,30,jan,376.0,2,-1,0,failure,0,0.14039265912451526
50,self-employed,divorced,secondary,no,4696.0,yes,no,telephone,27,aug,451.0,4,-1,0,unknown,1,0.16931752078865162
45,services,married,tertiary,no,1523.0,no,no,cellular,8,jun,85.0,1,-1,0,unknown,0,0.19414032476291623
39,blue-collar,single,tertiary,yes,-363.0,no,no,cellular,11,jan,60.0,3,-1,0,unknown,0,0.180483884752334
20,retired,single,unknown,no,1385.0,yes,no,cellular,28,feb,102.0,1,-1,0,unknown,0,0.15356129707213098
45,unemployed,divorced,tertiary,no,1342.0,yes,no,cellular,21,apr,758.0,5,-1,0,unknown,0,0.1611539530681913
42,services,divorced,secondary,no,2902.0,no,no,unknown,2,may,41.0,5,-1,0,unknown,0,0.19008436061346218
43,self-employed,married,tertiary,no,-2000.0,yes,no,telephone,20,jan,918.0,2,-1,0,unknown,0,0.1424134227839225
24,unemployed,single,primary,no,-1092.0,yes,no,telephone,11,oct,1578.0,1,-1,0,success,0,0.1777805300676241
27,entrepreneur,married,secondary,no,-887.0,yes,no,unknown,14,jul,459.0,4,-1,2,unknown,1,0.3040083414852558
52,admin,married,unknown,no,3074.0,no,no,unknown,24,apr,429.0,2,-1,0,unknown,1,0.209888095086147
39,retired,single,tertiary,no,1484.0,yes,no,telephone,13,jan,919.0,8,-1,0,failure,0,0.15262655740547668
48,services,married,unknown,no,5101.0,yes,no,telephone,8,dec,103.0,2,-1,0,unknown,0,0.15114399009884313
40,retired,married,tertiary,no,3573.0,yes,no,unknown,12,jun,41.0,6,-1,0,unknown,0,0.17066177129029003
40,management,married,tertiary,no,635.0,no,no,cellular,21,sep,520.0,1,1,0,unknown,0,0.18714828900437241
51,unemployed,single,tertiary,no,1376.0,no,no,telephone,22,sep,56.0,5,-1,0,unknown,0,0.19546783101193604
33,services,divorced,tertiary,no,4735.0,yes,no,unknown,9,nov,14.0,4,3,0,unknown,0,0.1844501055916103
41,blue-collar,married,secondary,no,5083.0,no,no,cellular,26,apr,66.0,3,-1,0,unknown,1,0.2397826327213419
34,admin,married,tertiary,no,1261.0,yes,no,cellular,26,jul,173.0,7,-1,0,unknown,0,0.1688867797313525
34,admin,divorced,tertiary,no,-963.0,yes,no,unknown,10,oct,205.0,8,-1,0,unknown,0,0.14883586909474297
36,housemaid,married,tertiary,no,-2000.0,no,no,telephone,11,jan,19.0,8,-1,0,unknown,0,0.19647404775505156
42,retired,married,secondary,no,-2000.0,yes,no,telephone,11,oct,176.0,3,5,0,unknown,0,0.1467943404876762
34,student,married,secondary,no,2680.0,yes,no,cellular,16,sep,278.0,3,1,0,unknown,0,0.15374803336395834
55,admin,married,primary,no,2630.0,yes,no,unknown,18,jan,806.0,1,-1,0,unknown,0,0.16201545751300156
29,admin,married,tertiary,no,-188.0,no,no,cellular,21,sep,77.0,1,-1,0,unknown,1,0.20690960333342934
37,management,single,secondary,no,4754.0,no,yes,cellular,9,jun,71.0,3,1,0,failure,1,0.19047172382748356
34,technician,married,secondary,no,983.0,no,no,cellular,3,oct,148.0,1,-1,1,failure,0,0.23929316510035822
57,management,divorced,primary,yes,29.0,yes,no,unknown,22,nov,1234.0,1,8,0,unknown,0,0.15201115537105817
42,management,single,tertiary,no,4428.0,no,no,telephone,4,jul,123.0,2,-1,0,failure,0,0.1957306237892614
52,technician,single,tertiary,no,4096.0,yes,yes,cellular,20,apr,13.0,1,-1,0,unknown,0,0.15097563424942456
22,retired,married,tertiary,no,1371.0,no,yes,telephone,19,sep,93.0,2,-1,0,unknown,0,0.1618905677722818
43,services,married,secondary,no,2794.0,no,no,telephone,10,dec,245.0,4,-1,0,unknown,0,0.1846110840465616
50,entrepreneur,married,secondary,no,3109.0,yes,yes,unknown,13,jun,160.0,4,-1,2,unknown,1,0.22231179034105808
40,student,divorced,secondary,no,6938.0,yes,yes,telephone,1,dec,446.0,3,9,0,unknown,0,0.12247268962463627
52,admin,married,primary,no,1172.0,yes,no,telephone,12,jun,280.0,3,-1,0,unknown,1,0.17325006288167935
33,housemaid,married,tertiary,no,-1450.0,no,no,cellular,11,dec,246.0,2,-1,0,unknown,0,0.17761861076340107
56,student,married,primary,no,3064.0,yes,no,unknown,24,oct,117.0,1,-1,0,unknown,0,0.15941414303495444
67,services,married,secondary,no,1656.0,yes,no,unknown,5,jun,241.0,3,5,0,success,1,0.20696948065716533
35,technician,married,secondary,no,1781.0,yes,no,cellular,2,apr,287.0,4,-1,0,unknown,0,0.13907431574625712
34,student,married,secondary,no,1422.0,yes,no,cellular,17,jul,59.0,1,-1,0,failure,1,0.1725253349042478
57,admin,married,tertiary,no,-2000.0,no,no,telephone,17,feb,399.0,4,-1,0,failure,0,0.16730818502451694
58,student,married,primary,no,2153.0,yes,yes,telephone,20,feb,150.0,6,2,0,unknown,0,0.11878597536986149
33,entrepreneur,married,tertiary,no,602.0,yes,no,unknown,15,nov,407.0,3,-1,1,unknown,1,0.2853200309363348
34,unemployed,single,primary,no,727.0,no,no,unknown,4,nov,59.0,1,-1,1,failure,1,0.25491444509709393
36,technician,married,primary,no,505.0,no,no,telephone,22,jun,321.0,2,-1,2,failure,0,0.2716105490823634
23,student,married,secondary,no,1402.0,yes,no,cellular,11,sep,8.0,1,-1,0,success,1,0.2227164244867296
28,admin,married,primary,yes,2151.0,yes,no,unknown,23,mar,52.0,2,-1,0,failure,1,0.21008754556269532
27,admin,married,tertiary,no,1427.0,no,no,cellular,1,jul,665.0,1,-1,0,unknown,0,0.1566912363955039
30,student,divorced,secondary,no,4387.0,yes,no,telephone,10,sep,186.0,3,-1,1,unknown,0,0.21087930390359155
39,unemployed,married,primary,no,3390.0,no,no,unknown,18,dec,213.0,2,5,0,unknown,0,0.19308584083664293
42,retired,single,primary,no,1317.0,yes,no,unknown,15,sep,714.0,4,-1,0,unknown,1,0.15662072361652984
58,housemaid,divorced,secondary,yes,-1088.0,yes,no,telephone,19,mar,199.0,2,-1,2,unknown,0,0.2216348546671193
28,self-employed,single,tertiary,no,2951.0,yes,no,telephone,25,jan,319.0,1,-1,0,unknown,0,0.16143274396322002
51,management,married,secondary,no,713.0,yes,no,cellular,4,feb,75.0,1,7,0,unknown,0,0.16436803384372362
37,technician,married,secondary,no,1073.0,no,no,cellular,6,nov,26.0,3,9,0,unknown,1,0.2067200677285289
39,self-employed,single,tertiary,no,-1797.0,no,no,telephone,2,aug,131.0,2,-1,0,failure,0,0.16517614236576555
48,services,married,secondary,no,2534.0,no,no,telephone,13,jul,481.0,1,-1,0,unknown,0,0.17650205490337253
26,services,single,secondary,no,7983.0,no,no,telephone,27,jan,178.0,1,-1,1,unknown,0,0.28455122608687644
44,admin,single,secondary,no,234.0,no,no,unknown,2,mar,55.0,1,2,3,unknown,0,0.2411467829200994
41,services,single,secondary,no,3057.0,no,no,telephone,13,aug,236.0,4,-1,0,unknown,0,0.19124660595266893
45,retired,married,tertiary,no,4615.0,no,no,unknown,15,jul,92.0,4,-1,0,unknown,0,0.2015648386113294
43,housemaid,single,secondary,yes,193.0,yes,no,telephone,29,may,879.0,4,-1,0,success,0,0.151552004002991
69,services,single,unknown,no,-2000.0,yes,no,unknown,18,mar,258.0,5,3,0,unknown,0,0.13639187951093645
32,entrepreneur,single,primary,no,3239.0,no,no,cellular,11,jul,1222.0,6,3,0,unknown,1,0.24266585636242508
33,housemaid,married,unknown,no,1698.0,no,no,cellular,5,may,13.0,1,-1,1,failure,0,0.23886087557032043
32,retired,married,secondary,no,2278.0,no,no,unknown,29,jan,3.0,2,9,0,unknown,1,0.24893679724208156
33,unemployed,married,secondary,no,1637.0,no,no,cellular,25,may,195.0,1,-1,4,unknown,1,0.2771598245073414
32,self-employed,married,primary,no,4400.0,yes,no,cellular,14,mar,594.0,2,-1,0,unknown,0,0.1585960514149157
54,housemaid,married,secondary,no,1256.0,no,no,unknown,22,feb,223.0,4,5,0,unknown,0,0.1960064314688263
57,housemaid,divorced,tertiary,no,6927.0,no,no,telephone,16,mar,627.0,3,-1,1,failure,0,0.2633883251922059
33,self-employed,married,tertiary,no,3245.0,yes,no,telephone,14,oct,42.0,1,-1,0,success,0,0.18596435529766908
30,retired,single,primary,no,4029.0,no,no,unknown,9,apr,361.0,4,10,0,unknown,1,0.2522336488096188
45,unemployed,married,secondary,no,1516.0,yes,no,cellular,6,jan,324.0,5,-1,0,unknown,0,0.1567078846885698
33,services,married,primary,no,2277.0,no,yes,telephone,9,apr,236.0,1,4,2,unknown,0,0.20154122993479398
47,admin,married,unknown,no,-2000.0,no,no,telephone,29,sep,156.0,3,3,0,unknown,0,0.16803052352348008
42,technician,married,tertiary,no,58.0,yes,no,cellular,5,jan,312.0,9,-1,0,unknown,0,0.14615063132732306
21,unemployed,divorced,primary,no,4194.0,yes,yes,unknown,11,nov,240.0,1,2,0,unknown,0,0.12511282044025407
58,self-employed,married,tertiary,no,1333.0,yes,no,unknown,12,jul,95.0,1,-1,0,unknown,1,0.16466175324362556
61,self-employed,single,tertiary,no,-1312.0,yes,no,telephone,17,aug,33.0,5,-1,0,unknown,0,0.14941865000237378
32,unemployed,married,secondary,no,-211.0,yes,no,unknown,6,sep,147.0,2,-1,1,unknown,0,0.23185332051518345
35,self-employed,divorced,tertiary,no,-231.0,yes,no,cellular,20,jul,216.0,9,-1,0,unknown,0,0.15517970790732594
43,self-employed,married,secondary,no,1403.0,no,yes,unknown,25,sep,213.0,3,5,0,unknown,0,0.1446159890090792
44,technician,married,secondary,no,-586.0,yes,yes,unknown,6,oct,166.0,2,-1,2,unknown,0,0.2156182100070289
47,technician,married,secondary,no,5058.0,yes,no,unknown,15,mar,119.0,2,-1,0,unknown,0,0.1585252352010237
64,services,married,secondary,no,2021.0,no,yes,unknown,31,jan,129.0,1,4,0,unknown,0,0.1434855134223752
37,student,married,secondary,no,-1989.0,no,yes,cellular,17,feb,93.0,3,-1,0,unknown,0,0.1578941643513201
30,student,divorced,primary,no,5340.0,no,no,unknown,22,oct,260.0,3,-1,0,unknown,0,0.19346873944779108
23,blue-collar,single,tertiary,no,1386.0,yes,no,telephone,3,jan,569.0,2,5,0,failure,1,0.17858097113525076
31,self-employed,single,secondary,no,2765.0,yes,no,unknown,19,feb,635.0,8,-1,0,unknown,0,0.15213046516260242
39,self-employed,married,secondary,yes,2267.0,yes,yes,telephone,23,sep,1521.0,5,-1,0,unknown,0,0.10866947921274674
61,housemaid,married,tertiary,no,2544.0,yes,no,cellular,2,may,28.0,1,-1,0,unknown,0,0.14667914577996313
33,student,married,secondary,no,641.0,no,no,unknown,9,apr,72.0,9,-1,0,success,0,0.225777934428965
42,services,divorced,secondary,no,2327.0,yes,no,telephone,9,feb,393.0,4,-1,0,unknown,0,0.15748722487749708
39,admin,single,unknown,no,1127.0,no,no,unknown,7,mar,311.0,7,-1,0,success,1,0.20694624738458764
54,blue-collar,divorced,tertiary,no,2405.0,yes,no,unknown,25,sep,43.0,1,-1,0,unknown,0,0.17588192540440659
70,blue-collar,single,primary,no,1036.0,yes,no,telephone,16,mar,299.0,1,1,1,failure,0,0.2615225090349617
33,unemployed,married,secondary,no,775.0,yes,no,cellular,27,aug,156.0,2,-1,0,unknown,1,0.17290700670552833
34,services,married,unknown,no,-2000.0,no,no,cellular,6,dec,943.0,2,-1,0,unknown,0,0.17608295003228844
52,admin,married,secondary,no,1487.0,yes,no,cellular,9,jan,580.0,6,-1,0,failure,0,0.16529442116460039
48,housemaid,married,secondary,no,2062.0,yes,no,cellular,26,dec,23.0,1,-1,2,success,0,0.2797530045828502
62,technician,married,primary,no,6122.0,yes,no,cellular,13,may,28.0,1,-1,0,unknown,0,0.14969683361895728
47,management,married,primary,no,2698.0,yes,no,cellular,2,feb,162.0,3,6,0,failure,1,0.14959776215395756
35,student,single,tertiary,yes,-312.0,no,yes,unknown,14,apr,3.0,1,-1,0,unknown,0,0.1681075849341756
47,self-employed,divorced,tertiary,no,-1037.0,yes,no,unknown,5,feb,30.0,1,-1,0,failure,0,0.16372950967151162
53,services,single,unknown,no,2169.0,yes,yes,telephone,11,mar,809.0,1,2,0,unknown,0,0.11545395556628105
49,unemployed,divorced,tertiary,no,-362.0,no,no,cellular,15,may,472.0,1,-1,0,unknown,0,0.1800980312648237
46,student,married,secondary,no,79.0,yes,no,cellular,6,feb,335.0,2,5,0,unknown,0,0.15677004037267406
52,self-employed,married,primary,no,-370.0,yes,yes,cellular,28,sep,532.0,7,9,0,failure,0,0.1467222720329925
54,management,single,unknown,no,679.0,yes,no,telephone,6,aug,86.0,5,-1,0,unknown,0,0.15270931511784777
56,management,married,secondary,no,3340.0,yes,no,unknown,16,may,388.0,3,-1,0,success,0,0.17871796193478207
47,technician,married,secondary,no,-2000.0,yes,no,unknown,27,nov,287.0,2,5,0,unknown,0,0.1503456247991638
37,unemployed,married,tertiary,no,4737.0,no,no,cellular,20,jan,566.0,2,5,0,unknown,0,0.18496520518734552
41,retired,married,secondary,no,990.0,no,no,unknown,29,may,100.0,7,-1,0,unknown,0,0.203133162810329
54,management,married,secondary,no,-85.0,yes,no,unknown,4,apr,433.0,4,5,1,unknown,0,0.2653796715713591
30,unemployed,married,tertiary,yes,3719.0,no,no,unknown,5,sep,574.0,1,7,0,unknown,1,0.17046976606381187
44,student,married,unknown,no,984.0,yes,no,cellular,6,feb,239.0,8,-1,0,unknown,0,0.1402408521339839
35,entrepreneur,single,primary,no,-1117.0,yes,no,unknown,28,jul,160.0,5,-1,0,unknown,0,0.14774177869766209
40,entrepreneur,married,tertiary,no,-2000.0,no,no,unknown,13,feb,891.0,1,-1,0,unknown,0,0.17853340926949757
55,self-employed,married,secondary,no,3239.0,yes,no,telephone,14,nov,56.0,2,-1,1,unknown,0,0.2268749135802881
