
,checking_status,duration,credit_history,credit_amount,savings_status,employment,personal_status,age,class
345,no_checking,15,critical/other_existing_credit,1459,<100,1<=X<4,female_div/dep/mar,43,good
346,0<=X<200,13,critical/other_existing_credit,882,<100,<1,male_single,23,good
347,0<=X<200,24,existing_paid,3758,500<=X<1000,unemployed,female_div/dep/mar,23,good
348,no_checking,6,delayed_previously,1743,100<=X<500,1<=X<4,male_single,34,good
349,0<=X<200,9,critical/other_existing_credit,1136,>=1000,>=7,male_single,32,bad
350,no_checking,9,existing_paid,1236,<100,<1,female_div/dep/mar,23,good
351,0<=X<200,9,existing_paid,959,<100,1<=X<4,female_div/dep/mar,29,bad
352,no_checking,18,critical/other_existing_credit,3229,no_known_savings,unemployed,male_single,38,good
353,<0,12,no_credits/all_paid,6199,<100,1<=X<4,male_single,28,bad
354,no_checking,10,existing_paid,727,500<=X<1000,>=7,male_single,46,good
355,0<=X<200,24,existing_paid,1246,<100,<1,male_single,23,bad
356,no_checking,12,critical/other_existing_credit,2331,no_known_savings,>=7,male_single,49,good
357,no_checking,36,delayed_previously,4463,<100,1<=X<4,male_single,26,bad
358,no_checking,12,existing_paid,776,<100,1<=X<4,male_mar/wid,28,good
359,<0,30,existing_paid,2406,<100,4<=X<7,female_div/dep/mar,23,bad
360,0<=X<200,18,existing_paid,1239,no_known_savings,1<=X<4,male_single,61,good
361,>=200,12,existing_paid,3399,no_known_savings,>=7,male_single,37,good
362,>=200,12,delayed_previously,2247,<100,1<=X<4,female_div/dep/mar,36,good
363,no_checking,6,existing_paid,1766,<100,1<=X<4,male_mar/wid,21,good
364,<0,18,existing_paid,2473,<100,unemployed,male_single,25,bad
365,no_checking,12,existing_paid,1542,<100,4<=X<7,male_single,36,good
366,no_checking,18,critical/other_existing_credit,3850,<100,4<=X<7,male_single,27,good
367,<0,18,existing_paid,3650,<100,<1,female_div/dep/mar,22,good
368,<0,36,existing_paid,3446,<100,>=7,male_single,42,bad
369,0<=X<200,18,existing_paid,3001,<100,4<=X<7,female_div/dep/mar,40,good
370,no_checking,36,existing_paid,3079,no_known_savings,1<=X<4,male_single,36,good
371,no_checking,18,critical/other_existing_credit,6070,<100,>=7,male_single,33,good
372,no_checking,10,critical/other_existing_credit,2146,<100,<1,female_div/dep/mar,23,good
373,no_checking,60,critical/other_existing_credit,13756,no_known_savings,>=7,male_single,63,good
374,0<=X<200,60,all_paid,14782,100<=X<500,>=7,female_div/dep/mar,60,bad
375,<0,48,all_paid,7685,<100,4<=X<7,female_div/dep/mar,37,bad
376,no_checking,18,delayed_previously,2320,<100,unemployed,male_mar/wid,34,good
377,no_checking,7,delayed_previously,846,no_known_savings,>=7,male_single,36,good
378,0<=X<200,36,existing_paid,14318,<100,>=7,male_single,57,bad
379,no_checking,6,critical/other_existing_credit,362,100<=X<500,1<=X<4,female_div/dep/mar,52,good
380,<0,20,existing_paid,2212,no_known_savings,4<=X<7,male_single,39,good
381,0<=X<200,18,existing_paid,12976,<100,unemployed,female_div/dep/mar,38,bad
382,no_checking,22,existing_paid,1283,no_known_savings,4<=X<7,female_div/dep/mar,25,good
383,>=200,12,existing_paid,1330,<100,<1,male_single,26,good
384,no_checking,30,delayed_previously,4272,100<=X<500,1<=X<4,male_single,26,good
385,no_checking,18,critical/other_existing_credit,2238,<100,1<=X<4,female_div/dep/mar,25,good
386,no_checking,18,existing_paid,1126,no_known_savings,<1,female_div/dep/mar,21,good
387,0<=X<200,18,critical/other_existing_credit,7374,<100,unemployed,male_single,40,good
388,0<=X<200,15,critical/other_existing_credit,2326,500<=X<1000,1<=X<4,male_single,27,good
389,no_checking,9,existing_paid,1449,<100,4<=X<7,female_div/dep/mar,27,good
390,no_checking,18,existing_paid,1820,<100,1<=X<4,male_mar/wid,30,good
391,0<=X<200,12,existing_paid,983,>=1000,<1,female_div/dep/mar,19,good
392,<0,36,existing_paid,3249,<100,4<=X<7,male_single,39,good
393,<0,6,critical/other_existing_credit,1957,<100,4<=X<7,female_div/dep/mar,31,good
394,no_checking,9,critical/other_existing_credit,2406,<100,unemployed,male_single,31,good
395,0<=X<200,39,delayed_previously,11760,100<=X<500,4<=X<7,male_single,32,good
396,<0,12,existing_paid,2578,<100,unemployed,female_div/dep/mar,55,good
397,<0,36,critical/other_existing_credit,2348,<100,1<=X<4,male_mar/wid,46,good
398,0<=X<200,12,existing_paid,1223,<100,>=7,male_div/sep,46,bad
399,no_checking,24,critical/other_existing_credit,1516,>=1000,1<=X<4,female_div/dep/mar,43,good
400,no_checking,18,existing_paid,1473,<100,<1,male_mar/wid,39,good
401,0<=X<200,18,critical/other_existing_credit,1887,no_known_savings,1<=X<4,male_mar/wid,28,good
402,no_checking,24,delayed_previously,8648,<100,<1,male_single,27,bad
403,no_checking,14,delayed_previously,802,<100,1<=X<4,male_single,27,good
404,0<=X<200,18,delayed_previously,2899,no_known_savings,>=7,male_single,43,good
405,0<=X<200,24,existing_paid,2039,<100,<1,male_mar/wid,22,bad
406,no_checking,24,critical/other_existing_credit,2197,no_known_savings,4<=X<7,male_single,43,good
407,<0,15,existing_paid,1053,<100,<1,male_mar/wid,27,good
408,no_checking,24,existing_paid,3235,500<=X<1000,>=7,male_div/sep,26,good
409,>=200,12,critical/other_existing_credit,939,500<=X<1000,4<=X<7,male_mar/wid,28,bad
410,0<=X<200,24,existing_paid,1967,<100,>=7,female_div/dep/mar,20,good
411,no_checking,33,critical/other_existing_credit,7253,<100,4<=X<7,male_single,35,good
412,no_checking,12,critical/other_existing_credit,2292,<100,unemployed,male_single,42,bad
413,no_checking,10,existing_paid,1597,500<=X<1000,1<=X<4,male_single,40,good
414,<0,24,existing_paid,1381,no_known_savings,1<=X<4,female_div/dep/mar,35,bad
415,no_checking,36,critical/other_existing_credit,5842,<100,>=7,male_single,35,good
416,<0,12,existing_paid,2579,<100,<1,male_single,33,bad
417,<0,18,delayed_previously,8471,no_known_savings,1<=X<4,female_div/dep/mar,23,good
418,no_checking,21,existing_paid,2782,500<=X<1000,4<=X<7,female_div/dep/mar,31,good
419,0<=X<200,18,existing_paid,1042,no_known_savings,1<=X<4,female_div/dep/mar,33,bad
420,no_checking,15,existing_paid,3186,>=1000,4<=X<7,female_div/dep/mar,20,good
421,0<=X<200,12,existing_paid,2028,no_known_savings,1<=X<4,male_single,30,good
422,0<=X<200,12,critical/other_existing_credit,958,<100,4<=X<7,male_single,47,good
423,no_checking,21,delayed_previously,1591,100<=X<500,4<=X<7,male_single,34,good
424,0<=X<200,12,existing_paid,2762,no_known_savings,>=7,female_div/dep/mar,25,bad
425,0<=X<200,18,existing_paid,2779,<100,1<=X<4,male_mar/wid,21,good
426,no_checking,28,critical/other_existing_credit,2743,<100,>=7,male_single,29,good
427,no_checking,18,critical/other_existing_credit,1149,>=1000,1<=X<4,male_single,46,good
428,no_checking,9,existing_paid,1313,<100,>=7,male_single,20,good
429,<0,18,critical/other_existing_credit,1190,<100,unemployed,female_div/dep/mar,55,bad
430,no_checking,5,existing_paid,3448,<100,4<=X<7,male_single,74,good
431,0<=X<200,24,existing_paid,11328,<100,1<=X<4,male_single,29,bad
432,<0,6,critical/other_existing_credit,1872,<100,unemployed,male_single,36,good
433,no_checking,24,critical/other_existing_credit,2058,<100,1<=X<4,male_div/sep,33,good
434,<0,9,existing_paid,2136,<100,1<=X<4,male_single,25,good
435,0<=X<200,12,existing_paid,1484,no_known_savings,1<=X<4,male_mar/wid,25,bad
436,no_checking,6,existing_paid,660,500<=X<1000,4<=X<7,male_mar/wid,23,good
437,no_checking,24,critical/other_existing_credit,1287,>=1000,>=7,female_div/dep/mar,37,good
438,<0,42,critical/other_existing_credit,3394,<100,unemployed,male_single,65,good
439,>=200,12,all_paid,609,<100,<1,female_div/dep/mar,26,bad
440,no_checking,12,existing_paid,1884,<100,>=7,male_single,39,good
441,<0,12,existing_paid,1620,<100,1<=X<4,female_div/dep/mar,30,good
442,0<=X<200,20,delayed_previously,2629,<100,1<=X<4,male_single,29,good
443,no_checking,12,existing_paid,719,<100,>=7,male_single,41,bad
444,0<=X<200,48,critical/other_existing_credit,5096,<100,1<=X<4,female_div/dep/mar,30,bad
445,no_checking,9,critical/other_existing_credit,1244,no_known_savings,>=7,female_div/dep/mar,41,good
446,<0,36,existing_paid,1842,<100,<1,female_div/dep/mar,34,bad
447,0<=X<200,7,existing_paid,2576,<100,1<=X<4,male_single,35,good
448,>=200,12,existing_paid,1424,no_known_savings,>=7,female_div/dep/mar,55,good
449,0<=X<200,15,delayed_previously,1512,>=1000,1<=X<4,male_mar/wid,61,bad
450,no_checking,36,critical/other_existing_credit,11054,no_known_savings,1<=X<4,male_single,30,good
451,no_checking,6,existing_paid,518,<100,1<=X<4,female_div/dep/mar,29,good
452,no_checking,12,no_credits/all_paid,2759,<100,>=7,male_single,34,good
453,no_checking,24,existing_paid,2670,<100,>=7,male_single,35,good
454,<0,24,existing_paid,4817,<100,4<=X<7,male_single,31,bad
455,no_checking,24,existing_paid,2679,<100,<1,female_div/dep/mar,29,good
456,<0,11,critical/other_existing_credit,3905,<100,1<=X<4,male_single,36,good
457,<0,12,existing_paid,3386,<100,>=7,male_single,35,bad
458,<0,6,existing_paid,343,<100,<1,female_div/dep/mar,27,good
459,no_checking,18,existing_paid,4594,<100,<1,male_single,32,good
460,<0,36,existing_paid,3620,<100,1<=X<4,male_single,37,good
461,<0,15,existing_paid,1721,<100,<1,male_single,36,good
462,0<=X<200,12,existing_paid,3017,<100,<1,female_div/dep/mar,34,good
463,0<=X<200,12,existing_paid,754,no_known_savings,>=7,male_single,38,good
464,no_checking,18,existing_paid,1950,<100,4<=X<7,male_single,34,good
465,<0,24,existing_paid,2924,<100,1<=X<4,male_single,63,good
466,<0,24,delayed_previously,1659,<100,<1,female_div/dep/mar,29,bad
467,no_checking,48,delayed_previously,7238,no_known_savings,>=7,male_single,32,good
468,no_checking,33,delayed_previously,2764,<100,1<=X<4,female_div/dep/mar,26,good
469,no_checking,24,delayed_previously,4679,<100,4<=X<7,male_single,35,good
470,0<=X<200,24,existing_paid,3092,100<=X<500,<1,male_mar/wid,22,bad
471,<0,6,existing_paid,448,<100,<1,female_div/dep/mar,23,bad
472,<0,9,existing_paid,654,<100,1<=X<4,male_single,28,bad
473,no_checking,6,existing_paid,1238,no_known_savings,unemployed,male_single,36,good
474,0<=X<200,18,critical/other_existing_credit,1245,<100,1<=X<4,male_mar/wid,33,bad
475,<0,18,no_credits/all_paid,3114,<100,<1,female_div/dep/mar,26,bad
476,no_checking,39,existing_paid,2569,500<=X<1000,1<=X<4,male_single,24,good
477,>=200,24,existing_paid,5152,<100,4<=X<7,male_single,25,good
478,0<=X<200,12,existing_paid,1037,100<=X<500,4<=X<7,male_single,39,good
479,<0,15,critical/other_existing_credit,1478,<100,>=7,male_single,44,good
480,0<=X<200,12,critical/other_existing_credit,3573,<100,1<=X<4,female_div/dep/mar,23,good
481,0<=X<200,24,existing_paid,1201,<100,<1,male_single,26,good
482,<0,30,existing_paid,3622,>=1000,>=7,female_div/dep/mar,57,good
483,no_checking,15,delayed_previously,960,>=1000,4<=X<7,female_div/dep/mar,30,good
484,no_checking,12,critical/other_existing_credit,1163,500<=X<1000,1<=X<4,male_single,44,good
485,0<=X<200,6,delayed_previously,1209,<100,unemployed,male_single,47,bad
486,no_checking,12,existing_paid,3077,<100,1<=X<4,male_single,52,good
487,no_checking,24,existing_paid,3757,<100,>=7,female_div/dep/mar,62,good
488,no_checking,10,existing_paid,1418,100<=X<500,1<=X<4,male_single,35,good
489,no_checking,6,existing_paid,3518,<100,1<=X<4,male_single,26,good
490,no_checking,12,critical/other_existing_credit,1934,<100,>=7,male_single,26,good
491,0<=X<200,27,no_credits/all_paid,8318,<100,>=7,female_div/dep/mar,42,bad
492,no_checking,6,critical/other_existing_credit,1237,100<=X<500,1<=X<4,female_div/dep/mar,27,good
493,0<=X<200,6,existing_paid,368,no_known_savings,>=7,male_single,38,good
494,<0,12,critical/other_existing_credit,2122,<100,1<=X<4,male_single,39,good
495,<0,24,existing_paid,2996,no_known_savings,1<=X<4,male_mar/wid,20,bad
496,0<=X<200,36,existing_paid,9034,100<=X<500,<1,male_single,29,bad
497,no_checking,24,critical/other_existing_credit,1585,<100,4<=X<7,male_single,40,good
498,0<=X<200,18,existing_paid,1301,<100,>=7,male_mar/wid,32,good
499,>=200,6,critical/other_existing_credit,1323,100<=X<500,>=7,male_div/sep,28,good
500,<0,24,existing_paid,3123,<100,<1,female_div/dep/mar,27,bad
501,<0,36,existing_paid,5493,<100,>=7,male_single,42,good
502,>=200,9,existing_paid,1126,100<=X<500,>=7,male_div/sep,49,good
503,0<=X<200,24,critical/other_existing_credit,1216,100<=X<500,<1,male_single,38,bad
504,<0,24,existing_paid,1207,<100,<1,female_div/dep/mar,24,bad
505,no_checking,10,existing_paid,1309,no_known_savings,1<=X<4,male_single,27,bad
506,>=200,15,critical/other_existing_credit,2360,500<=X<1000,1<=X<4,male_single,36,good
507,0<=X<200,15,all_paid,6850,100<=X<500,unemployed,male_single,34,bad
508,no_checking,24,existing_paid,1413,<100,1<=X<4,male_mar/wid,28,good
509,no_checking,39,existing_paid,8588,100<=X<500,>=7,male_single,45,good
510,<0,12,existing_paid,759,<100,4<=X<7,male_single,26,bad
511,no_checking,36,existing_paid,4686,<100,1<=X<4,male_single,32,good
512,>=200,15,existing_paid,2687,<100,4<=X<7,male_single,26,good
513,0<=X<200,12,delayed_previously,585,<100,1<=X<4,male_mar/wid,20,good
514,no_checking,24,existing_paid,2255,no_known_savings,<1,male_single,54,good
515,<0,6,critical/other_existing_credit,609,<100,4<=X<7,female_div/dep/mar,37,good
516,<0,6,critical/other_existing_credit,1361,<100,<1,male_single,40,good
517,no_checking,36,critical/other_existing_credit,7127,<100,<1,female_div/dep/mar,23,bad
518,<0,6,existing_paid,1203,100<=X<500,>=7,male_single,43,good
519,no_checking,6,critical/other_existing_credit,700,no_known_savings,>=7,male_single,36,good
520,no_checking,24,critical/other_existing_credit,5507,<100,>=7,male_single,44,good
521,<0,18,existing_paid,3190,<100,1<=X<4,female_div/dep/mar,24,bad
522,<0,48,no_credits/all_paid,7119,<100,1<=X<4,male_single,53,bad
523,no_checking,24,existing_paid,3488,100<=X<500,4<=X<7,female_div/dep/mar,23,good
524,0<=X<200,18,existing_paid,1113,<100,1<=X<4,female_div/dep/mar,26,good
525,0<=X<200,26,existing_paid,7966,<100,<1,male_single,30,good
526,no_checking,15,critical/other_existing_credit,1532,100<=X<500,1<=X<4,female_div/dep/mar,31,good
527,no_checking,4,critical/other_existing_credit,1503,<100,4<=X<7,male_single,42,good
528,<0,36,existing_paid,2302,<100,1<=X<4,male_div/sep,31,bad
529,<0,6,existing_paid,662,<100,<1,male_single,41,good
530,0<=X<200,36,existing_paid,2273,<100,4<=X<7,male_single,32,good
531,0<=X<200,15,existing_paid,2631,100<=X<500,1<=X<4,female_div/dep/mar,28,bad
532,no_checking,12,delayed_previously,1503,<100,1<=X<4,male_mar/wid,41,good
533,no_checking,24,existing_paid,1311,100<=X<500,4<=X<7,male_mar/wid,26,good
534,no_checking,24,existing_paid,3105,no_known_savings,<1,male_single,25,good
535,>=200,21,critical/other_existing_credit,2319,<100,<1,male_div/sep,33,bad
536,<0,6,existing_paid,1374,no_known_savings,unemployed,female_div/dep/mar,75,good
537,0<=X<200,18,critical/other_existing_credit,3612,<100,>=7,female_div/dep/mar,37,good
538,<0,48,existing_paid,7763,<100,>=7,male_single,42,bad
539,>=200,18,existing_paid,3049,<100,<1,female_div/dep/mar,45,good
540,0<=X<200,12,existing_paid,1534,<100,<1,male_mar/wid,23,bad
541,no_checking,24,delayed_previously,2032,<100,>=7,male_single,60,good
542,<0,30,existing_paid,6350,no_known_savings,>=7,male_single,31,bad
543,>=200,18,existing_paid,2864,<100,1<=X<4,male_single,34,bad
544,no_checking,12,critical/other_existing_credit,1255,<100,>=7,male_single,61,good
545,<0,24,delayed_previously,1333,<100,unemployed,male_single,43,bad
546,no_checking,24,critical/other_existing_credit,2022,<100,1<=X<4,female_div/dep/mar,37,good
547,no_checking,24,existing_paid,1552,<100,4<=X<7,male_single,32,good
548,<0,12,all_paid,626,<100,1<=X<4,female_div/dep/mar,24,bad
549,no_checking,48,critical/other_existing_credit,8858,no_known_savings,4<=X<7,male_single,35,good
550,no_checking,12,critical/other_existing_credit,996,no_known_savings,4<=X<7,female_div/dep/mar,23,good
551,no_checking,6,all_paid,1750,500<=X<1000,>=7,male_single,45,good
552,<0,48,existing_paid,6999,<100,4<=X<7,male_mar/wid,34,bad
553,0<=X<200,12,critical/other_existing_credit,1995,100<=X<500,<1,male_single,27,good
554,0<=X<200,9,existing_paid,1199,<100,4<=X<7,female_div/dep/mar,67,good
555,0<=X<200,12,existing_paid,1331,<100,<1,male_single,22,bad
556,0<=X<200,18,no_credits/all_paid,2278,100<=X<500,<1,female_div/dep/mar,28,bad
557,no_checking,21,no_credits/all_paid,5003,no_known_savings,1<=X<4,female_div/dep/mar,29,bad
558,<0,24,all_paid,3552,<100,4<=X<7,male_single,27,bad
559,0<=X<200,18,critical/other_existing_credit,1928,<100,<1,male_single,31,bad
560,<0,24,existing_paid,2964,no_known_savings,>=7,male_single,49,good
561,<0,24,all_paid,1546,<100,4<=X<7,male_single,24,bad
562,>=200,6,delayed_previously,683,<100,<1,female_div/dep/mar,29,good
563,0<=X<200,36,existing_paid,12389,no_known_savings,1<=X<4,male_single,37,bad
564,0<=X<200,24,delayed_previously,4712,no_known_savings,1<=X<4,male_single,37,good
565,0<=X<200,24,delayed_previously,1553,100<=X<500,4<=X<7,female_div/dep/mar,23,good
566,<0,12,existing_paid,1372,<100,4<=X<7,male_div/sep,36,bad
567,no_checking,24,critical/other_existing_credit,2578,>=1000,>=7,male_single,34,good
568,0<=X<200,48,existing_paid,3979,no_known_savings,4<=X<7,male_single,41,good
569,<0,48,existing_paid,6758,<100,1<=X<4,female_div/dep/mar,31,bad
570,<0,24,existing_paid,3234,<100,<1,female_div/dep/mar,23,bad
571,no_checking,30,critical/other_existing_credit,5954,<100,4<=X<7,male_single,38,good
572,no_checking,24,existing_paid,5433,no_known_savings,unemployed,female_div/dep/mar,26,good
573,<0,15,existing_paid,806,<100,1<=X<4,female_div/dep/mar,22,good
574,0<=X<200,9,existing_paid,1082,<100,>=7,male_single,27,good
575,no_checking,15,critical/other_existing_credit,2788,<100,4<=X<7,female_div/dep/mar,24,good
576,0<=X<200,12,existing_paid,2930,<100,4<=X<7,female_div/dep/mar,27,good
577,no_checking,24,critical/other_existing_credit,1927,no_known_savings,1<=X<4,female_div/dep/mar,33,good
578,0<=X<200,36,critical/other_existing_credit,2820,<100,<1,male_div/sep,27,bad
579,no_checking,24,existing_paid,937,<100,<1,male_mar/wid,27,good
580,0<=X<200,18,critical/other_existing_credit,1056,<100,>=7,male_single,30,bad
581,0<=X<200,12,critical/other_existing_credit,3124,<100,<1,male_single,49,good
582,no_checking,9,existing_paid,1388,<100,1<=X<4,female_div/dep/mar,26,good
583,0<=X<200,36,existing_paid,2384,<100,<1,male_single,33,bad
584,no_checking,12,existing_paid,2133,no_known_savings,>=7,female_div/dep/mar,52,good
585,<0,18,existing_paid,2039,<100,1<=X<4,female_div/dep/mar,20,bad
586,<0,9,critical/other_existing_credit,2799,<100,1<=X<4,male_single,36,good
587,<0,12,existing_paid,1289,<100,1<=X<4,male_single,21,good
588,<0,18,existing_paid,1217,<100,1<=X<4,male_mar/wid,47,bad
589,<0,12,critical/other_existing_credit,2246,<100,>=7,male_single,60,bad
590,<0,12,critical/other_existing_credit,385,<100,4<=X<7,female_div/dep/mar,58,good
591,0<=X<200,24,delayed_previously,1965,no_known_savings,1<=X<4,female_div/dep/mar,42,good
592,no_checking,21,existing_paid,1572,>=1000,>=7,female_div/dep/mar,36,good
593,0<=X<200,24,existing_paid,2718,<100,1<=X<4,female_div/dep/mar,20,bad
594,<0,24,all_paid,1358,no_known_savings,>=7,male_single,40,bad
595,0<=X<200,6,all_paid,931,100<=X<500,<1,female_div/dep/mar,32,bad
596,<0,24,existing_paid,1442,<100,4<=X<7,female_div/dep/mar,23,bad
597,0<=X<200,24,no_credits/all_paid,4241,<100,1<=X<4,male_single,36,bad
598,no_checking,18,critical/other_existing_credit,2775,<100,4<=X<7,male_single,31,bad
599,no_checking,24,delayed_previously,3863,<100,1<=X<4,male_single,32,good
600,0<=X<200,7,existing_paid,2329,<100,<1,female_div/dep/mar,45,good
601,0<=X<200,9,existing_paid,918,<100,1<=X<4,female_div/dep/mar,30,bad
602,0<=X<200,24,all_paid,1837,<100,4<=X<7,female_div/dep/mar,34,bad
603,no_checking,36,existing_paid,3349,<100,1<=X<4,female_div/dep/mar,28,bad
604,>=200,10,existing_paid,1275,<100,<1,female_div/dep/mar,23,good
605,<0,24,all_paid,2828,500<=X<1000,1<=X<4,male_single,22,good
606,no_checking,24,critical/other_existing_credit,4526,<100,1<=X<4,male_single,74,good
607,0<=X<200,36,existing_paid,2671,100<=X<500,1<=X<4,female_div/dep/mar,50,bad
608,no_checking,18,existing_paid,2051,<100,<1,male_single,33,good
609,no_checking,15,existing_paid,1300,no_known_savings,>=7,male_single,45,good
610,<0,12,existing_paid,741,100<=X<500,unemployed,female_div/dep/mar,22,bad
611,>=200,10,existing_paid,1240,100<=X<500,>=7,female_div/dep/mar,48,bad
612,<0,21,existing_paid,3357,>=1000,<1,female_div/dep/mar,29,good
613,<0,24,all_paid,3632,<100,1<=X<4,female_div/dep/mar,22,good
614,no_checking,18,delayed_previously,1808,<100,4<=X<7,female_div/dep/mar,22,bad
615,0<=X<200,48,no_credits/all_paid,12204,no_known_savings,1<=X<4,male_single,48,good
616,0<=X<200,60,delayed_previously,9157,no_known_savings,1<=X<4,male_single,27,good
617,<0,6,critical/other_existing_credit,3676,<100,1<=X<4,male_single,37,good
618,0<=X<200,30,existing_paid,3441,100<=X<500,1<=X<4,female_div/dep/mar,21,bad
619,no_checking,12,existing_paid,640,<100,1<=X<4,male_div/sep,49,good
620,0<=X<200,21,critical/other_existing_credit,3652,<100,4<=X<7,male_single,27,good
621,no_checking,18,critical/other_existing_credit,1530,<100,1<=X<4,male_single,32,bad
622,no_checking,48,existing_paid,3914,no_known_savings,1<=X<4,male_div/sep,38,bad
623,<0,12,existing_paid,1858,<100,<1,female_div/dep/mar,22,good
624,<0,18,existing_paid,2600,<100,1<=X<4,male_single,65,bad
625,no_checking,15,existing_paid,1979,no_known_savings,>=7,male_single,35,good
626,>=200,6,existing_paid,2116,<100,1<=X<4,male_single,41,good
627,0<=X<200,9,all_paid,1437,100<=X<500,4<=X<7,male_single,29,bad
628,no_checking,42,critical/other_existing_credit,4042,500<=X<1000,1<=X<4,male_single,36,good
629,no_checking,9,existing_paid,3832,no_known_savings,>=7,male_single,64,good
630,<0,24,existing_paid,3660,<100,1<=X<4,female_div/dep/mar,28,good
631,<0,18,all_paid,1553,<100,1<=X<4,male_single,44,bad
632,0<=X<200,15,existing_paid,1444,no_known_savings,<1,male_single,23,good
633,no_checking,9,existing_paid,1980,<100,<1,female_div/dep/mar,19,bad
634,0<=X<200,24,existing_paid,1355,<100,<1,female_div/dep/mar,25,bad
635,no_checking,12,existing_paid,1393,<100,>=7,male_single,47,good
636,no_checking,24,existing_paid,1376,500<=X<1000,4<=X<7,female_div/dep/mar,28,good
637,no_checking,60,delayed_previously,15653,<100,4<=X<7,male_single,21,good
638,no_checking,12,existing_paid,1493,<100,<1,female_div/dep/mar,34,good
639,<0,42,delayed_previously,4370,<100,4<=X<7,male_single,26,bad
640,<0,18,existing_paid,750,<100,unemployed,female_div/dep/mar,27,bad
641,0<=X<200,15,existing_paid,1308,<100,>=7,male_single,38,good
642,no_checking,15,existing_paid,4623,100<=X<500,1<=X<4,male_single,40,bad
643,no_checking,24,critical/other_existing_credit,1851,<100,4<=X<7,male_mar/wid,33,good
644,<0,18,critical/other_existing_credit,1880,<100,4<=X<7,male_mar/wid,32,good
645,no_checking,36,delayed_previously,7980,no_known_savings,<1,male_single,27,bad
646,<0,30,no_credits/all_paid,4583,<100,1<=X<4,male_div/sep,32,good
647,no_checking,12,existing_paid,1386,500<=X<1000,1<=X<4,female_div/dep/mar,26,bad
648,>=200,24,existing_paid,947,<100,4<=X<7,male_single,38,bad
649,<0,12,existing_paid,684,<100,1<=X<4,male_single,40,bad
650,<0,48,existing_paid,7476,<100,4<=X<7,male_single,50,good
651,0<=X<200,12,existing_paid,1922,<100,1<=X<4,male_single,37,bad
652,<0,24,existing_paid,2303,<100,>=7,male_single,45,bad
653,0<=X<200,36,delayed_previously,8086,100<=X<500,>=7,male_single,42,bad
654,no_checking,24,critical/other_existing_credit,2346,<100,4<=X<7,male_single,35,good
655,<0,14,existing_paid,3973,<100,unemployed,male_single,22,good
656,0<=X<200,12,existing_paid,888,<100,>=7,male_single,41,bad
657,no_checking,48,existing_paid,10222,no_known_savings,4<=X<7,male_single,37,good
658,0<=X<200,30,no_credits/all_paid,4221,<100,1<=X<4,female_div/dep/mar,28,good
659,0<=X<200,18,critical/other_existing_credit,6361,<100,>=7,male_single,41,good
660,>=200,12,existing_paid,1297,<100,1<=X<4,male_mar/wid,23,good
661,<0,12,existing_paid,900,no_known_savings,1<=X<4,male_mar/wid,23,bad
662,no_checking,21,existing_paid,2241,<100,>=7,male_single,50,good
663,0<=X<200,6,delayed_previously,1050,<100,unemployed,male_single,35,good
664,>=200,6,critical/other_existing_credit,1047,<100,1<=X<4,female_div/dep/mar,50,good
665,no_checking,24,critical/other_existing_credit,6314,<100,unemployed,male_single,27,good
666,0<=X<200,30,all_paid,3496,>=1000,1<=X<4,male_single,34,good
667,no_checking,48,all_paid,3609,<100,1<=X<4,female_div/dep/mar,27,good
668,<0,12,critical/other_existing_credit,4843,<100,>=7,male_single,43,bad
669,>=200,30,critical/other_existing_credit,3017,<100,>=7,male_single,47,good
670,no_checking,24,critical/other_existing_credit,4139,100<=X<500,1<=X<4,male_single,27,good
671,no_checking,36,existing_paid,5742,100<=X<500,4<=X<7,male_single,31,good
672,no_checking,60,existing_paid,10366,<100,>=7,male_single,42,good
673,no_checking,6,critical/other_existing_credit,2080,500<=X<1000,1<=X<4,male_mar/wid,24,good
674,no_checking,21,delayed_previously,2580,500<=X<1000,<1,male_single,41,bad
675,no_checking,30,critical/other_existing_credit,4530,<100,4<=X<7,female_div/dep/mar,26,good
676,no_checking,24,critical/other_existing_credit,5150,<100,>=7,male_single,33,good
677,0<=X<200,72,existing_paid,5595,100<=X<500,1<=X<4,male_mar/wid,24,bad
678,<0,24,existing_paid,2384,<100,>=7,male_single,64,good
679,no_checking,18,existing_paid,1453,<100,<1,female_div/dep/mar,26,good
680,no_checking,6,existing_paid,1538,<100,<1,female_div/dep/mar,56,good
681,no_checking,12,existing_paid,2279,no_known_savings,1<=X<4,male_single,37,good
682,no_checking,15,delayed_previously,1478,<100,1<=X<4,male_mar/wid,33,good
683,no_checking,24,critical/other_existing_credit,5103,<100,<1,male_mar/wid,47,good
684,0<=X<200,36,delayed_previously,9857,100<=X<500,4<=X<7,male_single,31,good
685,no_checking,60,existing_paid,6527,no_known_savings,1<=X<4,male_single,34,good
686,>=200,10,critical/other_existing_credit,1347,no_known_savings,4<=X<7,male_single,27,good
687,0<=X<200,36,delayed_previously,2862,100<=X<500,>=7,male_single,30,good
688,no_checking,9,existing_paid,2753,100<=X<500,>=7,male_single,35,good
689,<0,12,existing_paid,3651,>=1000,1<=X<4,male_single,31,good
690,<0,15,critical/other_existing_credit,975,<100,1<=X<4,male_div/sep,25,good
691,0<=X<200,15,existing_paid,2631,100<=X<500,1<=X<4,female_div/dep/mar,25,good
692,0<=X<200,24,existing_paid,2896,100<=X<500,<1,male_single,29,good
